Filename,Index,partisan,level,type,candidates,choices,gamma bf,gamma mds,#1 candidate,#2 candidate,#3 candidate,#4 candidate,#5 candidate,bimodality,Ashman_D,Sarle_coefficient,Hartigan_Dip,Amplitude_Ratio,Mode_Distance,stress_value
Minneapolis_11022021_Mayor.mat,129,NO,LOCAL,E,18,3,,0.725366599,55.95385364,47.84349156,41.35798179,19.68378623,12.35249149,0.244569596,3.081378484,0.950964652,0.999985008,0.175310059,0.282791773,1419212011
Minneapolis_11022021_ParkBoardAtLarge.mat,130,NO,LOCAL,B,7,3,0.596266913,0.547817812,50.34296913,38.59344967,35.05069159,34.39019334,25.04993781,0.48218847,2.798425598,0.486148037,0.99998077,0.645751484,0.570570571,7.406790111
Minneapolis_11022021_ParkBoardDistrict2.mat,131,NO,LOCAL,B,3,3,0.829797134,0.806625721,67.43904709,64.4332775,62.81407035,,,0.641805124,2.773814432,0.641805124,0.99985172,0.657586254,0.328328328,0.723276071
Minneapolis_11022021_ParkBoardDistrict3.mat,132,NO,LOCAL,B,3,3,0.903329824,0.903329824,72.38088971,44.30771256,40.2276915,,,0.780988993,3.342078517,0.780988993,0.999920767,0.306382835,0.966966967,0.508824123
Minneapolis_11022021_ParkBoardDistrict4.mat,133,NO,LOCAL,B,2,3,1,1,74.77126222,56.59180703,,,,0.904336453,,,,,,0
Minneapolis_11022021_ParkBoardDistrict5.mat,134,NO,LOCAL,B,3,3,0.917492352,0.868590475,78.2384366,54.59568056,36.30884435,,,0.689333127,4.389404998,0.689333127,0.999932578,0.584850599,0.39039039,0.32764255
Minneapolis_11022021_ParkBoardDistrict6.mat,135,NO,LOCAL,B,4,3,0.750388294,0.740292651,57.66369656,54.08321753,45.28733753,44.93174201,,0.594368113,2.364991995,0.594368113,0.999934858,0.954205108,0.297297297,0.250739804
Minneapolis_11052013_Mayor.mat,136,NO,LOCAL,E,35,3,,0.514412054,62.51480259,51.45758271,42.02927763,22.49615763,18.82133589,0.036211293,22.04011029,0.221341304,0.999958946,0.19933348,1.055055055,2131652800
Minneapolis_11052013_PRBoardDistrict2.mat,137,NO,LOCAL,B,2,3,1,1,85.1445663,59.75407112,,,,0.858325065,3.183996167,0.889583162,0.999770537,0.860732359,0.245245245,0
Minneapolis_11052013_PRBoardDistrict6.mat,138,NO,LOCAL,B,2,3,1,1,82.65090139,63.3676374,,,,0.881611157,,,,,,9.30E-35
Minneapolis_11052013_Ward13CityCouncil.mat,139,NO,LOCAL,R,5,3,0.817503587,0.531516021,79.79913917,77.88617886,60.81300813,16.65231946,8.225729316,0.811468987,1.978429498,0.673044622,0.999756987,0.430375033,0.536536537,22.52696833
Minneapolis_11052013_Ward5CityCouncil.mat,140,NO,LOCAL,R,4,3,0.72766323,0.73024055,78.35051546,63.1443299,58.04696449,23.59679267,,0.574087097,2.124591503,0.552870428,0.999478079,0.549882234,0.540540541,1.050006406
Minneapolis_11052013_Ward9CityCouncil.mat,141,NO,LOCAL,R,6,3,0.677791116,0.609843938,73.54141657,63.21728691,30.32412965,26.53061224,24.75390156,0.280486769,5.186511114,0.324042938,0.999358563,0.31680341,0.725725726,9.411797554
Minneapolis_11062009_Mayor.mat,142,NO,LOCAL,E,11,3,,0.813208761,82.04877832,21.61514392,21.45092208,21.32442689,7.756152771,0.334072329,9.372958174,0.504953742,0.999964554,0.096185742,4.884884885,177.7050073
Minneapolis_11062009_PRBoardDistrict1.mat,143,NO,LOCAL,B,3,3,0.937403267,0.903009458,85.03869304,39.6044712,31.88306105,,,0.840132145,2.0012419,0.798812455,0.999797242,0.217625315,0.322322322,0.61812264
Minneapolis_11062009_PRBoardDistrict2.mat,144,NO,LOCAL,B,2,3,1,1,73.23332017,61.64626925,,,,0.895182525,3.191587488,0.895182525,0.999757869,0.624791941,0.238238238,0
Minneapolis_11062009_PRBoardDistrict3.mat,145,NO,LOCAL,B,2,3,1,1,83.60655738,42.26101767,,,,0.9477802,4.69383611,0.9477802,0.999747411,0.625413076,0.245245245,0
Minneapolis_11062009_PRBoardDistrict5.mat,146,NO,LOCAL,B,5,3,0.762794268,0.830348004,61.82190379,55.4247697,46.43039918,15.77533265,8.303480041,0.442051125,2.491956444,0.43482826,0.999800876,0.377546685,0.916916917,6.252276117
Minneapolis_11062009_PRBoardDistrict6.mat,147,NO,LOCAL,B,4,3,0.851339983,0.844610023,63.9706766,63.38180507,31.21019108,15.97163802,,0.166514855,4.29732758,0.166514855,0.999810175,0.033476635,0.960960961,2.422205907
Minneapolis_11062009_Ward10CityCouncil.mat,148,NO,LOCAL,R,4,3,0.805655836,0.881167268,85.46931408,39.2599278,32.22021661,26.98555957,,0.277693077,5.357556607,0.573908376,0.999579832,0.584093945,0.447447447,0.855566322
Minneapolis_11062009_Ward11CityCouncil.mat,149,NO,LOCAL,R,3,3,0.972229172,0.943457593,81.48611459,55.46659995,27.42056542,,,0.828501839,8.879704162,0.828501839,0.999697153,0.053656483,1.029029029,0.173979693
Minneapolis_11062009_Ward12CityCouncil.mat,150,NO,LOCAL,R,4,3,0.855656973,0.836765018,77.86032689,45.48928041,35.95839525,15.62300998,,0.693726912,5.161388103,0.621436785,0.999662846,0.253892443,0.564564565,0.284849572
Minneapolis_11062009_Ward13CityCouncil.mat,151,NO,LOCAL,R,3,3,0.928404149,0.928404149,79.00635664,43.91100703,35.0284376,,,0.565115049,2.731733932,0.565115049,0.999760192,0.04224339,0.644644645,0.458125302
Minneapolis_11062009_Ward1CityCouncil.mat,152,NO,LOCAL,R,5,3,0.812247984,0.783014113,70.3125,47.25302419,47.02620968,17.3891129,16.6078629,0.455099307,5.761743254,0.485132015,0.999623919,0.62716653,0.760760761,6.415107272
Minneapolis_11062009_Ward2CityCouncil.mat,153,NO,LOCAL,R,2,3,1,1,89.01345291,27.31689088,,,,0.937428135,,,,,,0
Minneapolis_11062009_Ward3CityCouncil.mat,154,NO,LOCAL,R,4,3,0.901781635,0.883965281,80.72179077,47.73869347,18.2731841,15.21242577,,0.256178487,6.135325148,0.357855252,0.999435666,0.648370759,0.351351351,0.448334756
Minneapolis_11062009_Ward4CityCouncil.mat,155,NO,LOCAL,R,4,3,0.764563107,0.743021845,66.80825243,55.82524272,40.74635922,31.06796117,,0.704064642,4.303776186,0.641234082,0.999483204,0.464640515,1.792792793,1.26158168
Minneapolis_11062009_Ward5CityCouncil.mat,156,NO,LOCAL,R,5,3,0.744110855,0.707621247,64.01847575,58.66050808,48.54503464,23.41801386,11.40877598,0.197419865,4.937167596,0.213144011,0.999122807,0.023669468,1.225225225,3.648895178
Minneapolis_11062009_Ward6CityCouncil.mat,157,NO,LOCAL,R,6,3,0.635373444,0.622925311,68.10165975,38.0186722,33.14315353,31.69087137,22.25103734,0.235295016,3.151357779,0.305760857,0.999,0.999079638,0.17017017,5.839623619
Minneapolis_11062009_Ward7CityCouncil.mat,158,NO,LOCAL,R,3,3,0.932997942,0.885204665,77.38394695,41.1845415,31.35147496,,,0.906973048,,,,,,0.37132893
Minneapolis_11062009_Ward8CityCouncil.mat,159,NO,LOCAL,R,5,3,0.883284837,0.8066602,88.16682832,52.21467831,22.79340446,16.42418364,9.279017135,0.881463337,7.645746754,0.843149369,0.999402985,0.59922342,2.122122122,2.692859703
Minneapolis_11062009_Ward9CityCouncil.mat,160,NO,LOCAL,R,4,3,0.869361844,0.814567324,80.92215169,61.64383562,29.36852656,22.65285667,,0.446258207,5.24968891,0.499931141,0.999402628,0.635138176,0.357357357,2.38280212
Minneapolis_11072017_Mayor.mat,161,NO,LOCAL,E,18,3,,0.586470053,52.44314645,47.78187389,45.01077225,42.22243501,42.08550773,0.140258756,2.037794182,0.930769063,0.999963899,0.080091451,0.12811739,872009115.1
Minneapolis_11072017_PRBoardDistrict1.mat,162,NO,LOCAL,B,3,3,0.877442024,0.877442024,74.95432186,73.20449754,55.55867885,,,0.597423978,2.194140541,0.597423978,0.99988927,0.849010213,0.298298298,0.509862322
Minneapolis_11072017_PRBoardDistrict2.mat,163,NO,LOCAL,B,2,3,1,1,78.91654466,72.4180651,,,,0.842875292,2.55012619,0.855859059,0.999839589,0.978783994,0.248248248,0
Minneapolis_11072017_PRBoardDistrict3.mat,164,NO,LOCAL,B,3,3,0.932816892,0.932816892,70.26119147,66.07938575,41.29704531,,,0.477572371,4.428113258,0.477572371,0.999909016,0.12997043,0.808808809,0.369128495
Minneapolis_11072017_PRBoardDistrict4.mat,165,NO,LOCAL,B,2,3,1,1,73.5716946,71.37430168,,,,0.858862292,,,,,,0
Minneapolis_11072017_PRBoardDistrict5.mat,166,NO,LOCAL,B,3,3,0.885457921,0.885457921,81.5779703,62.13490099,54.16460396,,,0.321602574,3.79584059,0.321602574,0.999911103,0.21999265,0.630630631,0.920919923
Minneapolis_11072017_PRBoardDistrict6.mat,167,NO,LOCAL,B,4,3,0.821720978,0.867320935,65.96540693,62.82058233,35.82931193,19.05329935,,0.453954328,4.786279726,0.416959344,0.999912945,0.140170335,0.87987988,0.369708896
Minneapolis_11072017_Ward10CityCouncil.mat,168,NO,LOCAL,R,4,3,0.829091389,0.802057233,83.14651193,64.30172755,59.76526441,11.71040485,,0.828388219,1.702308565,0.828388219,0.999803033,0.279379873,0.597597598,9.031042884
Minneapolis_11072017_Ward11CityCouncil.mat,169,NO,LOCAL,R,3,3,0.814867528,0.814867528,79.13291001,76.49441647,72.60783884,,,0.542188899,2.652963052,0.542188899,0.999800359,0.950399161,0.362362362,0.670288621
Minneapolis_11072017_Ward12CityCouncil.mat,170,NO,LOCAL,R,3,3,0.953829494,0.85499114,94.41819256,37.32033865,32.42764324,,,0.879871036,5.064672262,0.742161845,0.999883518,0.306419905,0.688688689,0.813065986
Minneapolis_11072017_Ward13CityCouncil.mat,171,NO,LOCAL,R,2,3,1,1,88.51033626,35.79096797,,,,0.974957566,,,,,,0
Minneapolis_11072017_Ward1CityCouncil.mat,172,NO,LOCAL,R,3,3,0.891907382,0.835969739,82.0609812,76.89133425,50.77945896,,,0.46895736,1.742911665,0.676047801,0.999802917,0.940891302,0.258258258,0.305202099
Minneapolis_11072017_Ward3CityCouncil.mat,173,NO,LOCAL,R,4,3,0.669104587,0.746421482,72.32264131,57.42346672,54.46661791,47.84244071,,0.576624549,3.78248205,0.576624549,0.999791493,0.552250369,0.768768769,1.42578014
Minneapolis_11072017_Ward4CityCouncil.mat,174,NO,LOCAL,R,4,3,0.802548982,0.722084839,69.4502568,66.44474035,58.87388244,21.70439414,,0.539001153,2.415797442,0.539001153,0.999696049,0.942107039,0.873873874,1.552743761
Minneapolis_11072017_Ward5CityCouncil.mat,175,NO,LOCAL,R,4,3,0.749109052,0.660489427,74.74459492,67.07056308,51.60370634,31.62271323,,0.390349529,4.428646629,0.420779658,0.999449642,0.57905434,0.507507508,0.581253434
Minneapolis_11072017_Ward6CityCouncil.mat,176,NO,LOCAL,R,4,3,0.979348579,0.943728344,68.12196812,59.47331947,14.10949411,0.152460152,,0.416927212,7.505845523,0.613361178,0.999831876,0.337441002,0.537537538,465.8157911
Minneapolis_11072017_Ward7CityCouncil.mat,177,NO,LOCAL,R,4,3,0.834617926,0.689715922,79.71812376,65.58026866,50.62761506,16.14181898,,0.516187491,6.702649945,0.656076333,0.999769585,0.089893224,1.51951952,3.092398755
Minneapolis_11072017_Ward8CityCouncil.mat,178,NO,LOCAL,R,4,3,0.896525488,0.724194776,90.02028912,54.97083439,54.65381689,14.21506467,,0.799774599,7.083195724,0.799774599,0.999692969,0.213989046,1.828828829,3.187744287
Minneapolis_11072017_Ward9CityCouncil.mat,179,NO,LOCAL,R,4,3,0.791432202,0.688509711,72.78998003,69.06879651,66.23706662,10.03811944,,0.604277938,5.413618038,0.461061602,0.999573924,0.077474618,1.612612613,7.129530857
Minnetonka_11022021_CityCouncilAtLargeSeatA.mat,180,NO,LOCAL,R,5,3,0.789468805,0.694168907,69.16658941,38.97283767,36.6274219,35.41299713,31.03735978,0.620872396,2.22574961,0.601908919,0.999816075,0.264600327,0.820820821,4.915457323
Minnetonka_11022021_CityCouncilAtLargeSeatB.mat,181,NO,LOCAL,R,5,3,0.781483668,0.819657615,55.51948052,41.61747344,39.07910272,39.06926407,36.9244392,0.742085392,2.733589744,0.554709652,0.999830938,0.420531756,0.840840841,3.120123955
Minnetonka_11022021_Mayor.mat,182,NO,LOCAL,E,2,3,1,1,73.07971672,50.69911022,,,,0.931132636,,,,,,9.39E-35
NewYorkCity_06222021_CONCouncilMember19thCouncilDistrict.mat,183,NO,LOCAL,R,2,3,1,1,94.95798319,40.33613445,,,,0.95537686,1.929954591,0.766275903,0.99122807,0.543875133,0.229229229,0
NewYorkCity_06222021_DEMBoroughPresidentBronx.mat,184,DP,LOCAL,E,5,5,0.572770415,0.594135833,71.65291535,66.680779,55.9458874,50.66853081,38.12988599,0.560722191,2.112198123,0.560722191,0.999981085,0.417827164,0.416416416,5.931238609
NewYorkCity_06222021_DEMBoroughPresidentKings.mat,185,DP,LOCAL,E,12,5,,0.482624229,46.12336141,46.0476944,37.92230138,25.96242217,25.73300256,0.306647211,4.294433795,0.160389323,0.999992782,0.969622347,0.187187187,84.69264402
NewYorkCity_06222021_DEMBoroughPresidentNewYork.mat,186,DP,LOCAL,E,7,5,0.522221848,0.588079325,59.02047104,52.05678356,37.9446474,37.3731082,36.49475598,0.257478424,3.225288251,0.314213906,0.999990989,0.078829111,0.930930931,18.74625647
NewYorkCity_06222021_DEMBoroughPresidentQueens.mat,187,DP,LOCAL,E,3,4,0.870628046,0.870628046,72.69730106,71.62888561,53.71820863,,,0.472807399,3.854286289,0.472807399,0.999992094,0.220257946,0.734734735,0.581073764
NewYorkCity_06222021_DEMBoroughPresidentRichmond.mat,188,DP,LOCAL,E,5,5,0.558555052,0.575502406,76.16756298,59.25559015,50.29719785,45.97367676,43.92867252,0.504962473,4.683810396,0.467087762,0.999925049,0.543951168,0.708708709,7.120186337
NewYorkCity_06222021_DEMComptrollerCitywide.mat,189,DP,LOCAL,O,10,5,,0.507020719,52.66598509,49.16379989,35.26949982,29.15555648,24.8702468,0.216648495,2.754614775,0.364668448,0.99999769,0.079505703,1.045045045,56.52012409
NewYorkCity_06222021_DEMCouncilMember10thCouncilDistrict.mat,190,DP,LOCAL,R,8,5,,0.547625121,71.36880771,60.62445794,52.47181266,25.08545482,23.40186725,0.614477549,2.303183839,0.563719971,0.999895812,0.748664266,1.541541542,23.67445698
NewYorkCity_06222021_DEMCouncilMember11thCouncilDistrict.mat,191,DP,LOCAL,R,7,5,0.47420926,0.520157268,70.28930227,55.54251511,52.40302799,42.79678423,36.08356317,0.640682643,2.85322193,0.386882073,0.999861534,0.838460942,0.462462462,13.34324349
NewYorkCity_06222021_DEMCouncilMember12thCouncilDistrict.mat,192,DP,LOCAL,R,3,4,0.811544894,0.811544894,81.44859005,69.22322819,65.04815178,,,0.613970832,2.778025424,0.655090958,0.999893628,0.696957823,0.344344344,0.827479445
NewYorkCity_06222021_DEMCouncilMember13thCouncilDistrict.mat,193,DP,LOCAL,R,5,5,0.631261921,0.623431382,80.01204698,59.27115751,44.06184118,43.0177693,41.66248369,0.663189453,1.717641104,0.795282437,0.999825114,0.410193078,0.608608609,6.460645885
NewYorkCity_06222021_DEMCouncilMember14thCouncilDistrict.mat,194,DP,LOCAL,R,6,5,0.509845437,0.543298751,68.36756299,56.68007622,53.18653398,49.73533771,40.90620368,0.320311149,4.161721006,0.233708983,0.999762921,0.040756347,1.206206206,10.31234663
NewYorkCity_06222021_DEMCouncilMember15thCouncilDistrict.mat,195,DP,LOCAL,R,8,5,,0.492656876,66.56147591,51.30477,48.58599345,40.72096128,32.72241777,0.124855284,3.769329953,0.293821021,0.999722607,0.038075512,1.324324324,28.32185551
NewYorkCity_06222021_DEMCouncilMember16thCouncilDistrict.mat,196,DP,LOCAL,R,4,5,0.7149916,0.723589287,76.08459334,59.62051586,58.73109991,48.2261093,,0.500223288,2.706699672,0.500223288,0.999824869,0.147629439,0.945945946,2.035703979
NewYorkCity_06222021_DEMCouncilMember17thCouncilDistrict.mat,197,DP,LOCAL,R,2,3,1,1,82.01064066,67.76767901,,,,0.850914219,2.6921545,0.858035119,0.999845536,0.836712263,0.248248248,0
NewYorkCity_06222021_DEMCouncilMember18thCouncilDistrict.mat,198,DP,LOCAL,R,8,5,,0.42242178,62.51870857,60.73693963,45.97676573,40.06841993,30.06200556,0.315191225,4.055233279,0.349095421,0.999828031,0.551769816,1.870870871,23.05192148
NewYorkCity_06222021_DEMCouncilMember19thCouncilDistrict.mat,199,DP,LOCAL,R,6,5,0.578955418,0.656113788,66.89607708,58.2855395,52.25969259,38.57918483,24.7533838,0.486187755,2.590496723,0.422114888,0.999850299,0.516506481,0.405405405,8.23203111
NewYorkCity_06222021_DEMCouncilMember1stCouncilDistrict.mat,200,DP,LOCAL,R,9,5,,0.436833188,60.06685288,50.05265809,46.4398553,36.92018865,29.19547598,0.551026011,5.645908675,0.271672007,0.999896276,0.242058598,0.696696697,43.28438462
NewYorkCity_06222021_DEMCouncilMember20thCouncilDistrict.mat,201,DP,LOCAL,R,8,5,,0.519071778,56.95227358,51.06163097,42.56858324,37.9462608,34.93987223,0.444520331,4.386436366,0.41023136,0.999780557,0.871543679,0.854854855,22.1832242
NewYorkCity_06222021_DEMCouncilMember21stCouncilDistrict.mat,202,DP,LOCAL,R,5,5,0.657259833,0.609884486,76.57552274,54.37929522,49.84646878,40.9855242,38.06112005,0.708046733,4.697619993,0.672020705,0.999705449,0.660263447,1.177177177,5.780243991
NewYorkCity_06222021_DEMCouncilMember22ndCouncilDistrict.mat,203,DP,LOCAL,R,6,5,0.595776122,0.536789607,74.85992242,68.45021858,40.28077089,39.33871067,29.21618127,0.231737559,4.208645911,0.225828135,0.999858417,0.821281856,0.720720721,8.610100809
NewYorkCity_06222021_DEMCouncilMember23rdCouncilDistrict.mat,204,DP,LOCAL,R,7,5,0.517057827,0.547483668,61.12388096,51.3972901,42.87442536,41.69489475,35.86982821,0.290825438,3.926831697,0.298734935,0.999863425,0.789788594,0.636636637,16.85438919
NewYorkCity_06222021_DEMCouncilMember24thCouncilDistrict.mat,205,DP,LOCAL,R,4,5,0.715095465,0.687649165,78.41587112,47.89677804,43.57100239,43.15334129,,0.870989769,4.892360461,0.898534329,0.999879242,0.473930541,0.75975976,2.876381952
NewYorkCity_06222021_DEMCouncilMember25thCouncilDistrict.mat,206,DP,LOCAL,R,8,5,,0.550345012,51.10872915,50.87425471,46.40584176,37.27473705,30.990822,0.595418999,6.286432381,0.617848861,0.999851146,0.486854278,0.784784785,29.20318387
NewYorkCity_06222021_DEMCouncilMember26thCouncilDistrict.mat,207,DP,LOCAL,R,15,5,,0.315592748,51.41980474,39.24128312,33.05439331,30.39888424,29.82984658,0.215191072,3.706994755,0.253235079,0.99980916,0.49473761,1.317317317,183.3602259
NewYorkCity_06222021_DEMCouncilMember27thCouncilDistrict.mat,208,DP,LOCAL,R,12,5,,0.323457395,67.91870715,39.57394711,38.65817826,31.64054848,28.51126347,0.252511409,3.344563948,0.244347382,0.999848117,0.057044045,3.644644645,71.13128041
NewYorkCity_06222021_DEMCouncilMember28thCouncilDistrict.mat,209,DP,LOCAL,R,3,4,0.941679738,0.829316983,77.09254242,59.81748182,57.82831884,,,0.851218331,1.709600142,0.851218331,0.999897886,0.854448414,0.242242242,0.42688047
NewYorkCity_06222021_DEMCouncilMember29thCouncilDistrict.mat,210,DP,LOCAL,R,9,5,,0.391103847,55.47837254,43.24908061,38.55583445,33.10373008,32.35070924,0.444546526,3.076825917,0.419800121,0.999855908,0.372502013,2.930930931,39.29381078
NewYorkCity_06222021_DEMCouncilMember2ndCouncilDistrict.mat,211,DP,LOCAL,R,2,3,1,1,84.72621122,52.40359716,,,,0.930590939,,,,,,0
NewYorkCity_06222021_DEMCouncilMember30thCouncilDistrict.mat,212,DP,LOCAL,R,2,3,1,1,69.14571816,62.24053406,,,,0.902650489,3.352089833,0.908951368,0.99987423,,,0
NewYorkCity_06222021_DEMCouncilMember31stCouncilDistrict.mat,213,DP,LOCAL,R,3,4,0.903445688,0.845100369,85.96085298,54.83709587,51.56025264,,,0.776212283,3.726988378,0.730961841,0.999918447,0.532121395,0.684684685,0.72291862
NewYorkCity_06222021_DEMCouncilMember32ndCouncilDistrict.mat,214,DP,LOCAL,R,6,5,0.594168868,0.551315918,61.31493983,61.25623716,37.41316897,36.85549359,35.09441346,0.20931858,3.659880669,0.206579947,0.999816514,0.420526363,0.680680681,10.71277966
NewYorkCity_06222021_DEMCouncilMember33rdCouncilDistrict.mat,215,DP,LOCAL,R,8,5,,0.595688532,70.99869765,52.4778943,33.44643224,25.2758928,24.68298033,0.141531574,3.847291908,0.181078046,0.999935671,0.469556514,0.476476476,22.91087114
NewYorkCity_06222021_DEMCouncilMember34thCouncilDistrict.mat,216,DP,LOCAL,R,4,5,0.791887771,0.705763952,90.58249466,40.53064959,37.31625496,33.16864898,,0.810782569,5.68151347,0.810782569,0.999895768,0.191175825,0.561561562,2.379305678
NewYorkCity_06222021_DEMCouncilMember35thCouncilDistrict.mat,217,DP,LOCAL,R,7,5,0.628401214,0.585266655,71.21784957,62.66827061,46.81216704,29.39794925,23.91590766,0.395645972,3.808950369,0.213779239,0.999932065,0.105661363,0.780780781,17.90361874
NewYorkCity_06222021_DEMCouncilMember36thCouncilDistrict.mat,218,DP,LOCAL,R,5,5,0.603252452,0.65259852,65.45775254,63.26794011,53.98812597,49.73756668,30.77353295,0.46667453,4.611101996,0.597155795,0.999916757,0.705611276,0.388388388,5.642915705
NewYorkCity_06222021_DEMCouncilMember37thCouncilDistrict.mat,219,DP,LOCAL,R,6,5,0.595478772,0.558261349,70.52931446,55.69748208,38.42124609,37.81473994,35.44385223,0.567794124,2.53609812,0.701524527,0.999827705,0.037814263,1.536536537,12.09614528
NewYorkCity_06222021_DEMCouncilMember38thCouncilDistrict.mat,220,DP,LOCAL,R,6,5,0.622801948,0.645587385,64.02212499,48.74927764,43.52348716,41.7898126,41.43482209,0.410066557,4.311673184,0.410066557,0.99982865,0.30604956,0.705705706,8.938905251
NewYorkCity_06222021_DEMCouncilMember39thCouncilDistrict.mat,221,DP,LOCAL,R,7,5,0.49068168,0.545482279,62.16096289,57.40473681,57.18564535,41.50535249,34.57207832,0.412480207,4.214998514,0.245913644,0.999923989,0.260485349,1.231231231,17.45626564
NewYorkCity_06222021_DEMCouncilMember3rdCouncilDistrict.mat,222,DP,LOCAL,R,6,5,0.570301266,0.590081717,70.05927121,43.56609266,42.91025146,36.97611616,32.69736611,0.341683792,3.635675753,0.381298211,0.999932093,0.459489812,1.031031031,12.21536923
NewYorkCity_06222021_DEMCouncilMember40thCouncilDistrict.mat,223,DP,LOCAL,R,11,5,,0.447073029,57.72103215,47.47998748,45.38258575,30.90648898,30.62474845,0.341024843,3.887812591,0.239576217,0.99988712,0.6531476,1.191191191,68.98265159
NewYorkCity_06222021_DEMCouncilMember41stCouncilDistrict.mat,224,DP,LOCAL,R,2,3,1,1,77.39401415,72.1482828,,,,0.865017372,,,,,,0
NewYorkCity_06222021_DEMCouncilMember42ndCouncilDistrict.mat,225,DP,LOCAL,R,4,5,0.701139127,0.661141687,75.75195188,70.86266479,50.83194676,44.1827723,,0.650438634,4.469208032,0.650438634,0.999879096,0.891376462,0.492492492,2.574043414
NewYorkCity_06222021_DEMCouncilMember45thCouncilDistrict.mat,226,DP,LOCAL,R,3,4,0.939439543,0.910326933,88.80643487,53.07213285,39.88064349,,,0.734849234,3.833725685,0.668625299,0.999937819,0.428096453,0.594594595,0.189416537
NewYorkCity_06222021_DEMCouncilMember46thCouncilDistrict.mat,227,DP,LOCAL,R,8,5,,0.538832061,61.15711425,47.25334199,41.92239,37.1326514,30.40536884,0.268619733,3.449128501,0.290058174,0.999881671,0.561683644,0.560560561,19.40559064
NewYorkCity_06222021_DEMCouncilMember47thCouncilDistrict.mat,228,DP,LOCAL,R,4,5,0.721640489,0.695587135,70.74295687,62.9394166,43.76714036,43.28097731,,0.702671242,4.598353579,0.669510815,0.999781182,0.385280876,0.540540541,2.572401945
NewYorkCity_06222021_DEMCouncilMember48thCouncilDistrict.mat,229,DP,LOCAL,R,5,5,0.58991085,0.622852794,69.79778213,58.44748858,52.70711024,46.43400739,32.84409654,0.392859242,4.55717164,0.438005243,0.99976884,0.675802362,0.584584585,4.775946386
NewYorkCity_06222021_DEMCouncilMember49thCouncilDistrict.mat,230,DP,LOCAL,R,9,5,,0.412252619,60.72467986,49.51251455,40.99243306,40.10477299,37.24534342,0.253386516,4.249815075,0.218450114,0.999798306,0.714482694,1.009009009,44.37490363
NewYorkCity_06222021_DEMCouncilMember5thCouncilDistrict.mat,231,DP,LOCAL,R,7,5,0.489514066,0.534762935,62.74247492,57.53295298,45.63446783,40.80661027,37.57229982,0.556587085,4.169773376,0.498541825,0.999906235,0.387196986,0.588588589,17.13450389
NewYorkCity_06222021_DEMCouncilMember6thCouncilDistrict.mat,232,DP,LOCAL,R,6,5,0.599477171,0.602801959,78.35334129,44.275526,39.57006167,37.46351615,30.40785767,0.595089465,5.761190218,0.320811706,0.999946106,0.3202679,0.745745746,10.98964068
NewYorkCity_06222021_DEMCouncilMember7thCouncilDistrict.mat,233,DP,LOCAL,R,12,5,,0.415438959,53.08434565,39.13586629,34.92289136,33.72103041,31.00284311,0.484714924,4.995232692,0.399905499,0.99988798,0.743008586,2.004004004,88.21147922
NewYorkCity_06222021_DEMCouncilMember8thCouncilDistrict.mat,234,DP,LOCAL,R,4,5,0.73032843,0.705952788,82.15874102,63.02600068,47.58809442,42.10571331,,0.65425623,5.477743826,0.653033887,0.999840536,0.37340705,0.600600601,2.744153236
NewYorkCity_06222021_DEMCouncilMember9thCouncilDistrict.mat,235,DP,LOCAL,R,13,5,,0.326570349,41.47357763,40.65189454,40.40655789,29.58448538,27.26741696,0.458370038,5.69056287,0.312227479,0.999887184,0.532434853,2.294294294,138.9228411
NewYorkCity_06222021_DEMMayorCitywide.mat,236,DP,LOCAL,E,13,5,,0.347728012,56.42931351,56.16328536,53.52503174,43.74256694,39.39874674,0.219899522,6.61068121,0.089126795,0.999995636,0.005973074,0.912912913,170.5009697
NewYorkCity_06222021_DEMPublicAdvocateCitywide.mat,237,DP,LOCAL,O,3,4,0.917117884,0.874147063,85.0891963,51.0221739,39.60914643,,,0.711345079,2.407012003,0.711345079,0.999998481,0.417198027,0.122122122,0.486221929
NewYorkCity_06222021_REPBoroughPresidentQueens.mat,238,RP,LOCAL,E,2,3,1,1,78.69075787,73.17702732,,,,0.84003156,,,,,,0
NewYorkCity_06222021_REPBoroughPresidentRichmond.mat,239,RP,LOCAL,E,4,5,0.752689817,0.728876651,72.88766509,68.76752843,46.1322727,35.63306308,,0.476579303,2.657770568,0.478236701,0.999915226,0.918115925,0.741741742,1.541707776
NewYorkCity_06222021_REPCouncilMember15thCouncilDistrict.mat,240,RP,LOCAL,R,2,3,1,1,80.79470199,68.87417219,,,,0.793992321,,,,,,0
NewYorkCity_06222021_REPCouncilMember19thCouncilDistrict.mat,241,RP,LOCAL,R,2,3,1,1,75.88339223,71.64310954,,,,0.859388565,2.497453403,0.85470712,0.999612853,0.979159464,0.237237237,0
NewYorkCity_06222021_REPCouncilMember23rdCouncilDistrict.mat,242,RP,LOCAL,R,2,3,1,1,83.30046022,67.38987508,,,,0.82732997,1.972452613,0.82732997,0.999233716,,,0
NewYorkCity_06222021_REPCouncilMember24thCouncilDistrict.mat,243,RP,LOCAL,R,2,3,1,1,79.41176471,71.73913043,,,,0.85987139,,,,,,0
NewYorkCity_06222021_REPCouncilMember32ndCouncilDistrict.mat,244,RP,LOCAL,R,2,3,1,1,89.76405274,49.82650937,,,,0.829916625,5.221203547,0.95671117,0.999485332,0.695055542,0.239239239,0
