,filename,gamma,gamma mds
358,SanFrancisco_11072006_BoardofSupervisorsDistrict6.csv,0.657376958,0.738699069
359,SanFrancisco_11072006_BoardofSupervisorsDistrict8.csv,0.921735566,0.921735566
360,SanFrancisco_11072006_BoardofSupervisorsDistrict10.csv,0.678815808,0.702625332
361,SanFrancisco_11082005_AssessorRecorder.csv,0.636539774,0.636539774
362,SanFrancisco_11082005_Treasurer.csv,0.776600507,0.776600507
363,SanFrancisco_11082011_DistrictAttorney.csv,0.70158706,0.70158706
364,SanFrancisco_11082011_Mayor.csv,0.516419413,0.516563195
365,SanFrancisco_11082011_Sheriff.csv,0.751343925,0.751343925
366,SanFrancisco_11082016_BoardofSupervisorsDistrict1.csv,0.620253563,0.637430396
367,SanFrancisco_11082016_BoardofSupervisorsDistrict3.csv,1,1
368,SanFrancisco_11082016_BoardofSupervisorsDistrict5.csv,1,1
369,SanFrancisco_11082016_BoardofSupervisorsDistrict7.csv,0.636566805,0.636566805
370,SanFrancisco_11082016_BoardofSupervisorsDistrict9.csv,0.810939543,0.810939543
371,SanFrancisco_11082016_BoardofSupervisorsDistrict11.csv,0.588142913,0.527640361
372,SanFrancisco_11082022_BoardofSupervisorsD4.csv,1,1
373,SanFrancisco_11082022_BoardofSupervisorsD6.csv,0.660966041,0.660966041
374,SanFrancisco_11082022_BoardofSupervisorsD8.csv,1,1
375,SanFrancisco_11082022_BoardofSupervisorsD10.csv,1,1
376,SanFrancisco_11082022_DistrictAttorney.csv,0.69255338,0.69255338
377,SanFrancisco_11082022_PublicDefender.csv,1,1
378,SanLeandro_11022010_CountyCouncilDistrict1.csv,0.99654118,0.99654118
379,SanLeandro_11022010_CountyCouncilDistrict5.csv,1,1
380,SanLeandro_11022010_Mayor.csv,0.406252783,0.406252783
381,SanLeandro_11032020_MemberCityCouncilDist2SanLeandroRCV.csv,1,1
382,SanLeandro_11032020_MemberCityCouncilDist4SanLeandroRCV.csv,1,1
383,SanLeandro_11042014_CountyCouncilDistrict1.csv,0.642354612,0.642354612
384,SanLeandro_11042014_CountyCouncilDistrict3.csv,0.886009998,0.886009998
385,SanLeandro_11042014_CountyCouncilDistrict5.csv,0.765290156,0.765290156
386,SanLeandro_11042014_Mayor.csv,0.918474242,0.918474242
387,SanLeandro_11062012_CountyCouncilDistrict2.csv,0.876494967,0.876494967
388,SanLeandro_11062012_CountyCouncilDistrict4.csv,0.592176356,0.592176356
389,SanLeandro_11062012_CountyCouncilDistrict6.csv,1,1
390,SanLeandro_11062018_CountyCouncilDistrict1.csv,0.703044666,0.703044666
391,SanLeandro_11062018_CountyCouncilDistrict3.csv,1,1
392,SanLeandro_11062018_CountyCouncilDistrict5.csv,1,1
393,SanLeandro_11062018_Mayor.csv,0.672430467,0.672430467
394,SanLeandro_11082016_CountyCouncilDistrict2.csv,1,1
395,SantaFe_03062018_CityCouncilDistrict2.csv,0.846436561,0.846436561
396,SantaFe_03062018_CityCouncilDistrict4.csv,0.68325515,0.68325515
397,SantaFe_03062018_Mayor.csv,0.27547902,0.280329857
398,Springville_11022021_CityCouncil2yr.csv,0.882741536,0.882741536
399,Springville_11022021_Mayor.csv,0.709803922,0.709803922
400,StLouisPark_11022021_CityCouncilWard2.csv,1,1
401,StLouisPark_11022021_CityCouncilWard3.csv,0.886651752,0.886651752
402,TakomaPark_11082022_CityCouncilWard1.csv,0.754966887,0.754966887
403,TakomaPark_11082022_CityCouncilWard3.csv,0.629008746,0.629008746
404,TakomaPark_11082022_CityCouncilWard5.csv,0.800821355,0.800821355
405,TakomaPark_11082022_CityCouncilWard6.csv,0.564615385,0.564615385
406,TakomaPark_11082022_Mayor.csv,0.576511832,0.576511832
407,Vineyard_11022021_Mayor.csv,0.793754066,0.793754066
408,Vineyard_11052019_CityCouncil.csv,0.184573003,0.168044077
409,WoodlandHills_11022021_Mayor.csv,0.832061069,0.832061069
410,Wyoming_04172020_PRESIDENTOFTHEUNITEDSTATES.csv,0.633099597,0.633099597
