,Unnamed: 0,filename,partisan,level,type,candidates,choices,gamma bf,gamma mds,#1 candidate,#2 candidate,#3 candidate,#4 candidate,#5 candidate
203,203,NewYorkCity_06222021_DEMCouncilMember1stCouncilDistrict.csv,DP,1,R,9,5,,0.436833188,60.06685288,50.05265809,46.4398553,36.92018865,29.19547598
204,204,NewYorkCity_06222021_DEMCouncilMember2ndCouncilDistrict.csv,DP,1,R,2,3,1,1,84.72621122,52.40359716,,,
205,205,NewYorkCity_06222021_DEMCouncilMember3rdCouncilDistrict.csv,DP,1,R,6,5,0.570301266,0.590081717,70.05927121,43.56609266,42.91025146,36.97611616,32.69736611
206,206,NewYorkCity_06222021_DEMCouncilMember5thCouncilDistrict.csv,DP,1,R,7,5,0.489514066,0.534762935,62.74247492,57.53295298,45.63446783,40.80661027,37.57229982
207,207,NewYorkCity_06222021_DEMCouncilMember6thCouncilDistrict.csv,DP,1,R,6,5,0.599477171,0.602801959,78.35334129,44.275526,39.57006167,37.46351615,30.40785767
208,208,NewYorkCity_06222021_DEMCouncilMember7thCouncilDistrict.csv,DP,1,R,12,5,,0.415438959,53.08434565,39.13586629,34.92289136,33.72103041,31.00284311
209,209,NewYorkCity_06222021_DEMCouncilMember8thCouncilDistrict.csv,DP,1,R,4,5,0.73032843,0.705952788,82.15874102,63.02600068,47.58809442,42.10571331,
210,210,NewYorkCity_06222021_DEMCouncilMember9thCouncilDistrict.csv,DP,1,R,13,5,,0.326570349,41.47357763,40.65189454,40.40655789,29.58448538,27.26741696
211,211,NewYorkCity_06222021_DEMCouncilMember10thCouncilDistrict.csv,DP,1,R,8,5,,0.547625121,71.36880771,60.62445794,52.47181266,25.08545482,23.40186725
212,212,NewYorkCity_06222021_DEMCouncilMember11thCouncilDistrict.csv,DP,1,R,7,5,0.47420926,0.520157268,70.28930227,55.54251511,52.40302799,42.79678423,36.08356317
213,213,NewYorkCity_06222021_DEMCouncilMember12thCouncilDistrict.csv,DP,1,R,3,4,0.811544894,0.811544894,81.44859005,69.22322819,65.04815178,,
214,214,NewYorkCity_06222021_DEMCouncilMember13thCouncilDistrict.csv,DP,1,R,5,5,0.631261921,0.623431382,80.01204698,59.27115751,44.06184118,43.0177693,41.66248369
215,215,NewYorkCity_06222021_DEMCouncilMember14thCouncilDistrict.csv,DP,1,R,6,5,0.509845437,0.543298751,68.36756299,56.68007622,53.18653398,49.73533771,40.90620368
216,216,NewYorkCity_06222021_DEMCouncilMember15thCouncilDistrict.csv,DP,1,R,8,5,,0.492656876,66.56147591,51.30477,48.58599345,40.72096128,32.72241777
217,217,NewYorkCity_06222021_DEMCouncilMember16thCouncilDistrict.csv,DP,1,R,4,5,0.7149916,0.723589287,76.08459334,59.62051586,58.73109991,48.2261093,
218,218,NewYorkCity_06222021_DEMCouncilMember17thCouncilDistrict.csv,DP,1,R,2,3,1,1,82.01064066,67.76767901,,,
219,219,NewYorkCity_06222021_DEMCouncilMember18thCouncilDistrict.csv,DP,1,R,8,5,,0.42242178,62.51870857,60.73693963,45.97676573,40.06841993,30.06200556
220,220,NewYorkCity_06222021_DEMCouncilMember19thCouncilDistrict.csv,DP,1,R,6,5,0.578955418,0.656113788,66.89607708,58.2855395,52.25969259,38.57918483,24.7533838
221,221,NewYorkCity_06222021_DEMCouncilMember20thCouncilDistrict.csv,DP,1,R,8,5,,0.519071778,56.95227358,51.06163097,42.56858324,37.9462608,34.93987223
222,222,NewYorkCity_06222021_DEMCouncilMember21stCouncilDistrict.csv,DP,1,R,5,5,0.657259833,0.609884486,76.57552274,54.37929522,49.84646878,40.9855242,38.06112005
223,223,NewYorkCity_06222021_DEMCouncilMember22ndCouncilDistrict.csv,DP,1,R,6,5,0.595776122,0.536789607,74.85992242,68.45021858,40.28077089,39.33871067,29.21618127
224,224,NewYorkCity_06222021_DEMCouncilMember23rdCouncilDistrict.csv,DP,1,R,7,5,0.517057827,0.547483668,61.12388096,51.3972901,42.87442536,41.69489475,35.86982821
225,225,NewYorkCity_06222021_DEMCouncilMember24thCouncilDistrict.csv,DP,1,R,4,5,0.715095465,0.687649165,78.41587112,47.89677804,43.57100239,43.15334129,
226,226,NewYorkCity_06222021_DEMCouncilMember25thCouncilDistrict.csv,DP,1,R,8,5,,0.550345012,51.10872915,50.87425471,46.40584176,37.27473705,30.990822
227,227,NewYorkCity_06222021_DEMCouncilMember26thCouncilDistrict.csv,DP,1,R,15,5,,0.315592748,51.41980474,39.24128312,33.05439331,30.39888424,29.82984658
228,228,NewYorkCity_06222021_DEMCouncilMember27thCouncilDistrict.csv,DP,1,R,12,5,,0.323457395,67.91870715,39.57394711,38.65817826,31.64054848,28.51126347
229,229,NewYorkCity_06222021_DEMCouncilMember28thCouncilDistrict.csv,DP,1,R,3,4,0.941679738,0.829316983,77.09254242,59.81748182,57.82831884,,
230,230,NewYorkCity_06222021_DEMCouncilMember29thCouncilDistrict.csv,DP,1,R,9,5,,0.391103847,55.47837254,43.24908061,38.55583445,33.10373008,32.35070924
231,231,NewYorkCity_06222021_DEMCouncilMember30thCouncilDistrict.csv,DP,1,R,2,3,1,1,69.14571816,62.24053406,,,
232,232,NewYorkCity_06222021_DEMCouncilMember31stCouncilDistrict.csv,DP,1,R,3,4,0.903445688,0.845100369,85.96085298,54.83709587,51.56025264,,
233,233,NewYorkCity_06222021_DEMCouncilMember32ndCouncilDistrict.csv,DP,1,R,6,5,0.594168868,0.551315918,61.31493983,61.25623716,37.41316897,36.85549359,35.09441346
234,234,NewYorkCity_06222021_DEMCouncilMember33rdCouncilDistrict.csv,DP,1,R,8,5,,0.595688532,70.99869765,52.4778943,33.44643224,25.2758928,24.68298033
235,235,NewYorkCity_06222021_DEMCouncilMember34thCouncilDistrict.csv,DP,1,R,4,5,0.791887771,0.705763952,90.58249466,40.53064959,37.31625496,33.16864898,
236,236,NewYorkCity_06222021_DEMCouncilMember35thCouncilDistrict.csv,DP,1,R,7,5,0.628401214,0.585266655,71.21784957,62.66827061,46.81216704,29.39794925,23.91590766
237,237,NewYorkCity_06222021_DEMCouncilMember36thCouncilDistrict.csv,DP,1,R,5,5,0.603252452,0.65259852,65.45775254,63.26794011,53.98812597,49.73756668,30.77353295
238,238,NewYorkCity_06222021_DEMCouncilMember37thCouncilDistrict.csv,DP,1,R,6,5,0.595478772,0.558261349,70.52931446,55.69748208,38.42124609,37.81473994,35.44385223
239,239,NewYorkCity_06222021_DEMCouncilMember38thCouncilDistrict.csv,DP,1,R,6,5,0.622801948,0.645587385,64.02212499,48.74927764,43.52348716,41.7898126,41.43482209
240,240,NewYorkCity_06222021_DEMCouncilMember39thCouncilDistrict.csv,DP,1,R,7,5,0.49068168,0.545482279,62.16096289,57.40473681,57.18564535,41.50535249,34.57207832
241,241,NewYorkCity_06222021_DEMCouncilMember40thCouncilDistrict.csv,DP,1,R,11,5,,0.447073029,57.72103215,47.47998748,45.38258575,30.90648898,30.62474845
242,242,NewYorkCity_06222021_DEMCouncilMember41stCouncilDistrict.csv,DP,1,R,2,3,1,1,77.39401415,72.1482828,,,
243,243,NewYorkCity_06222021_DEMCouncilMember42ndCouncilDistrict.csv,DP,1,R,4,5,0.701139127,0.661141687,75.75195188,70.86266479,50.83194676,44.1827723,
244,244,NewYorkCity_06222021_DEMCouncilMember45thCouncilDistrict.csv,DP,1,R,3,4,0.939439543,0.910326933,88.80643487,53.07213285,39.88064349,,
245,245,NewYorkCity_06222021_DEMCouncilMember46thCouncilDistrict.csv,DP,1,R,8,5,,0.538832061,61.15711425,47.25334199,41.92239,37.1326514,30.40536884
246,246,NewYorkCity_06222021_DEMCouncilMember47thCouncilDistrict.csv,DP,1,R,4,5,0.721640489,0.695587135,70.74295687,62.9394166,43.76714036,43.28097731,
247,247,NewYorkCity_06222021_DEMCouncilMember48thCouncilDistrict.csv,DP,1,R,5,5,0.58991085,0.622852794,69.79778213,58.44748858,52.70711024,46.43400739,32.84409654
248,248,NewYorkCity_06222021_DEMCouncilMember49thCouncilDistrict.csv,DP,1,R,9,5,,0.412252619,60.72467986,49.51251455,40.99243306,40.10477299,37.24534342
249,249,NewYorkCity_06222021_DEMMayorCitywide.csv,DP,1,E,13,5,,0.347728012,56.42931351,56.16328536,53.52503174,43.74256694,39.39874674
250,250,NewYorkCity_06222021_DEMPublicAdvocateCitywide.csv,DP,1,O,3,4,0.917117884,0.874147063,85.0891963,51.0221739,39.60914643,,
251,251,NewYorkCity_06222021_REPBoroughPresidentQueens.csv,RP,1,E,2,3,1,1,78.69075787,73.17702732,,,
252,252,NewYorkCity_06222021_REPBoroughPresidentRichmond.csv,RP,1,E,4,5,0.752689817,0.728876651,72.88766509,68.76752843,46.1322727,35.63306308,
253,253,NewYorkCity_06222021_REPCouncilMember15thCouncilDistrict.csv,RP,1,R,2,3,1,1,80.79470199,68.87417219,,,
254,254,NewYorkCity_06222021_REPCouncilMember19thCouncilDistrict.csv,RP,1,R,2,3,1,1,75.88339223,71.64310954,,,
255,255,NewYorkCity_06222021_REPCouncilMember23rdCouncilDistrict.csv,RP,1,R,2,3,1,1,83.30046022,67.38987508,,,
256,256,NewYorkCity_06222021_REPCouncilMember24thCouncilDistrict.csv,RP,1,R,2,3,1,1,79.41176471,71.73913043,,,
257,257,NewYorkCity_06222021_REPCouncilMember32ndCouncilDistrict.csv,RP,1,R,2,3,1,1,89.76405274,49.82650937,,,
258,258,NewYorkCity_06222021_REPCouncilMember50thCouncilDistrict.csv,RP,1,R,5,5,0.676007005,0.7117338,60.58377116,57.27962639,50.9048453,34.20899008,29.27028605
259,259,NewYorkCity_06222021_REPMayorCitywide.csv,RP,1,E,2,3,1,1,86.56744344,63.4359585,,,
260,260,Oakland_11022010_CityAuditor.csv,0,1,O,2,3,1,1,88.30886295,70.33344331,,,
261,261,Oakland_11022010_CityCouncilDistrict2.csv,0,1,E,2,3,1,1,83.26587681,67.87107219,,,
262,262,Oakland_11022010_CityCouncilDistrict4.csv,0,1,R,7,3,0.57883946,0.519906547,67.80145902,55.73833023,35.1499547,33.34763744,23.21079483
263,263,Oakland_11022010_CityCouncilDistrict6.csv,0,1,R,3,3,0.828877836,0.773624495,86.22163506,68.86073982,67.97482126,,
264,264,Oakland_11022010_Mayor.csv,0,1,E,10,3,,0.42566382,62.54699798,58.14464515,54.85353341,38.62690707,14.09772237
265,265,Oakland_11022010_SchoolDirectorDistrict2.csv,0,1,B,1,3,1,,100,,,,
266,266,Oakland_11022010_SchoolDirectorDistrict4.csv,0,1,B,2,3,1,1,87.78771364,67.69141224,,,
267,267,Oakland_11022010_SchoolDirectorDistrict6.csv,0,1,B,1,3,1,,100,,,,
268,268,Oakland_11032020_CityAttorneyOaklandRCV.csv,0,1,O,2,5,1,1,92.84720131,70.68267161,,,
269,269,Oakland_11032020_MemberCityCouncilAtLargeOaklandRCV.csv,0,1,R,3,5,0.856818206,0.856818206,84.34036641,78.69936562,63.57771387,,
270,270,Oakland_11032020_MemberCityCouncilDist1OaklandRCV.csv,0,1,R,3,5,0.809975603,0.795283275,88.18650041,71.26592573,67.22146923,,
271,271,Oakland_11032020_MemberCityCouncilDist3OaklandRCV.csv,0,1,R,6,5,0.500373171,0.397962164,79.02780933,63.3221923,50.34234351,48.62900347,39.27702242
272,272,Oakland_11032020_MemberCityCouncilDist5OaklandRCV.csv,0,1,R,3,5,0.836731246,0.836731246,82.77202073,79.33093039,71.29984231,,
273,273,Oakland_11032020_MemberCityCouncilDist7OaklandRCV.csv,0,1,R,5,5,0.372714773,0.363446555,77.46600805,72.42959719,69.55746805,67.31170749,63.81320976
274,274,Oakland_11032020_SchoolDirectorDist1OaklandRCV.csv,0,1,B,3,5,0.926570385,0.926570385,88.53024767,70.9819616,69.54643002,,
275,275,Oakland_11032020_SchoolDirectorDist3OaklandRCV.csv,0,1,B,5,5,0.508408797,0.478060208,82.71389112,69.1654138,66.26341736,53.90720604,53.80581099
276,276,Oakland_11032020_SchoolDirectorDist5OaklandRCV.csv,0,1,B,4,5,0.585704291,0.605293843,82.74253731,73.60657649,68.55760261,63.16464552,
277,277,Oakland_11032020_SchoolDirectorDist7OaklandRCV.csv,0,1,B,5,5,0.428322725,0.380991241,75.90446657,75.38218813,68.32598879,66.16070943,65.51874218
278,278,Oakland_11042014_CityAuditor.csv,0,1,O,2,3,1,1,89.5464804,62.32521781,,,
279,279,Oakland_11042014_CityCouncilDistrict2.csv,0,1,R,5,3,0.614517318,0.662785556,65.41635962,60.37582903,54.06779661,40.79587325,12.32129698
280,280,Oakland_11042014_CityCouncilDistrict4.csv,0,1,R,3,3,0.920180638,0.900649167,88.08354502,72.38498448,51.73017217,,
281,281,Oakland_11042014_CityCouncilDistrict6.csv,0,1,R,5,3,0.629851547,0.672062243,61.71525666,60.25755679,52.67394026,46.9325702,0.947952066
282,282,Oakland_11042014_Mayor.csv,0,1,E,16,3,,0.554597533,56.39626958,41.845074,35.16139754,33.13879602,32.64805365
283,283,Oakland_11042014_SchoolDirectorDistrict2.csv,0,1,B,2,3,1,1,89.06436742,56.67577258,,,
284,284,Oakland_11042014_SchoolDirectorDistrict4.csv,0,1,B,4,3,0.678810409,0.709789343,70.83643123,67.60842627,56.78438662,31.57372986,
285,285,Oakland_11042014_SchoolDirectorDistrict6.csv,0,1,B,2,3,1,1,81.05688709,70.55539513,,,
286,286,Oakland_11062012_CityAttorney.csv,0,1,O,2,3,1,1,86.39797719,60.37186705,,,
287,287,Oakland_11062012_CityCouncilAtLarge.csv,0,1,R,5,3,0.678283458,0.62986977,68.13036852,53.79398725,52.09199224,31.27944029,19.03366584
288,288,Oakland_11062012_CityCouncilDistrict1.csv,0,1,R,7,3,0.561115382,0.603256692,61.35299462,56.95366553,47.10671605,21.49695996,19.2501223
289,289,Oakland_11062012_CityCouncilDistrict3.csv,0,1,R,6,3,0.532683148,0.532229531,57.46427761,49.2447267,48.88183262,35.49557723,29.06327966
290,290,Oakland_11062012_CityCouncilDistrict5.csv,0,1,R,4,3,0.676801702,0.724758443,68.2918181,62.00691428,48.24040422,38.27674852,
291,291,Oakland_11062012_CityCouncilDistrict7.csv,0,1,R,3,3,0.868008799,0.868008799,81.66788881,68.95540297,57.4895007,,
292,292,Oakland_11062012_SchoolDirectorDistrict1.csv,0,1,B,2,3,1,1,86.78048967,56.95733547,,,
293,293,Oakland_11062012_SchoolDirectorDistrict3.csv,0,1,B,3,3,0.813959132,0.760374703,79.34766782,70.09173421,67.05334175,,
294,294,Oakland_11062012_SchoolDirectorDistrict5.csv,0,1,B,2,3,1,1,78.36534086,70.12833349,,,
295,295,Oakland_11062012_SchoolDirectorDistrict7.csv,0,1,B,2,3,1,1,79.57304013,71.16949879,,,
296,296,Oakland_11062018_CityAuditor.csv,0,1,O,2,3,1,1,85.76339541,58.62656537,,,
297,297,Oakland_11062018_CityCouncilDistrict2.csv,0,1,R,3,3,0.931546627,0.931546627,80.95872804,74.44661303,52.14452325,,
298,298,Oakland_11062018_CityCouncilDistrict4.csv,0,1,R,7,3,0.600102873,0.541742502,64.66724697,63.25868481,54.80335523,22.25607344,15.53770673
299,299,Oakland_11062018_CityCouncilDistrict6.csv,0,1,R,5,3,0.573192535,0.652084032,64.88993184,53.71549894,48.22885239,39.08816628,36.36719187
300,300,Oakland_11062018_Mayor.csv,0,1,E,10,3,,0.634331405,70.32668162,56.66585012,54.5145628,13.1376133,10.3155012
301,301,Oakland_11062018_SchoolDirectorDistrict2.csv,0,1,B,1,3,1,,100,,,,
302,302,Oakland_11062018_SchoolDirectorDistrict4.csv,0,1,B,2,3,1,1,74.66347713,66.58692832,,,
303,303,Oakland_11062018_SchoolDirectorDistrict6.csv,0,1,B,2,3,1,1,98.83073889,1.817285342,,,
304,304,Oakland_11082016_CityAttorney.csv,0,1,O,1,3,1,,100,,,,
305,305,Oakland_11082016_CityCouncilDistrict1.csv,0,1,R,2,3,1,1,89.63127699,45.89698962,,,
306,306,Oakland_11082016_CityCouncilDistrict3.csv,0,1,R,2,3,1,1,75.50599459,74.61647544,,,
307,307,Oakland_11082016_CityCouncilDistrict5.csv,0,1,R,2,3,1,1,79.30513595,67.52985182,,,
308,308,Oakland_11082016_CityCouncilDistrict7.csv,0,1,R,3,3,0.837565063,0.837565063,82.65202488,67.68439761,63.13952012,,
309,309,Oakland_11082016_CouncilAtLrg.csv,0,1,R,5,3,0.675586992,0.603578922,78.16159943,57.92337818,56.54548058,22.50213253,20.24444763
310,310,Oakland_11082016_SchoolDirectorDistrict1.csv,0,1,B,2,3,1,1,84.3668758,51.66210267,,,
311,311,Oakland_11082016_SchoolDirectorDistrict3.csv,0,1,B,5,3,0.726066562,0.674603529,69.31427295,68.78713424,64.20370784,22.56868439,0.236765691
312,312,Oakland_11082016_SchoolDirectorDistrict5.csv,0,1,B,4,3,0.777935996,0.760173874,67.87828824,65.48752155,42.14194709,36.65592445,
313,313,Oakland_11082016_SchoolDirectorDistrict7.csv,0,1,B,2,3,1,1,83.35563286,66.53732941,,,
314,314,Oakland_11082022_CityAuditor.csv,0,1,O,1,5,1,,100,,,,
315,315,Oakland_11082022_CityCouncilmemberDistrict4.csv,0,1,R,2,5,1,1,85.1938599,65.89074661,,,
316,316,Oakland_11082022_CityCouncilmemberDistrict6.csv,0,1,R,4,5,0.640639762,0.58320961,90.2753408,56.28964773,51.8288568,51.78161695,
317,317,Oakland_11082022_Mayor.csv,0,1,E,10,5,,0.396100536,63.55404685,63.09699269,44.79993101,40.61510239,39.52068111
318,318,Oakland_11082022_Schoolboarddistrict2.csv,0,1,B,3,5,0.95417522,0.95417522,84.48447123,70.29335806,60.10860208,,
319,319,Oakland_11082022_Schoolboarddistrict4.csv,0,1,B,3,5,0.798392574,0.798392574,72.56433477,71.56441023,69.97207758,,
320,320,Oakland_11082022_Schoolboarddistrict6.csv,0,1,B,3,5,0.899346405,0.899346405,81.48606811,74.39284486,63.1372549,,
321,321,Payson_11052019_CityCouncil.csv,1,1,R,5,5,0.288008965,0.289503175,92.08068734,90.21292492,87.22450504,82.06948076,78.7075084
322,322,PierceCounty_11032009_CountyAuditor.csv,1,1,O,3,3,0.933534428,0.859795511,82.75551377,79.54518745,56.20323579,,
323,323,PierceCounty_11042008_CountyAssessorTreasurer.csv,1,1,O,6,3,0.581903336,0.632458781,46.35598918,43.59671775,42.86554712,41.66144584,30.89444249
324,324,PierceCounty_11042008_CountyCouncilDistrict2.csv,1,1,R,3,3,0.875365872,0.875365872,75.67357967,65.83944162,59.88542266,,
325,325,PierceCounty_11042008_CountyExecutiveMember.csv,1,1,E,4,3,0.704945053,0.765856366,58.19556212,57.85722166,53.57948828,50.13523589,
326,326,Portland_06082021_charter_commission_at_large.csv,0,1,B,11,1,,0.251224234,60.66507232,59.7767908,59.40097939,52.01002164,49.6298827
327,327,Portland_06142022_SchoolboardAL-1.csv,0,1,B,7,7,0.605212897,0.493315358,75.59824739,72.93562521,47.89349511,42.27614875,39.65846534
328,328,Portland_06142022_SchoolboardAL.csv,0,1,B,29,7,,0.597056841,75.52235453,72.84879802,47.85441474,42.26016625,39.6427769
329,329,Portland_06142022_Schoolboarddistrict5-1.csv,0,1,B,6,5,0.744233726,0.799077396,69.297796,45.46386468,44.02870323,41.26089185,37.92926704
330,330,Portland_06142022_Schoolboarddistrict5.csv,0,1,B,14,5,,0.697435897,69.17948718,45.43589744,43.8974359,41.23076923,37.84615385
331,331,Portland_11082022_SchoolBoardDistrict3.csv,0,1,B,3,3,0.937429628,0.937429628,78.07624256,73.94241596,54.83352099,,
332,332,SanFrancisco_06052018_BoardofSupervisorsDistrict8.csv,0,1,B,3,3,0.945604808,0.889376409,86.75882795,76.80841473,42.16979715,,
333,333,SanFrancisco_06052018_Mayor.csv,0,1,E,8,3,,0.623461603,65.88755678,62.63494539,58.21724914,30.63827079,13.96510712
334,334,SanFrancisco_11022004_BoardofSupervisorsDistrict2.csv,0,1,B,5,3,0.663622129,0.682092322,76.82672234,45.89422408,42.69601021,29.67408954,26.82092322
335,335,SanFrancisco_11022004_BoardofSupervisorsDistrict3.csv,0,1,B,4,3,0.69955607,0.59463424,79.65257672,60.07334491,47.85562633,46.34240494,
336,336,SanFrancisco_11022004_BoardofSupervisorsDistrict5.csv,0,1,B,22,3,,0.434390042,46.97655872,39.20077473,35.52935145,22.66085619,16.57694608
337,337,SanFrancisco_11022004_BoardofSupervisorsDistrict7.csv,0,1,B,13,3,,0.510730428,52.69129871,46.79035368,26.34090837,21.95707829,20.98991751
338,338,SanFrancisco_11022004_BoardofSupervisorsDistrict9.csv,0,1,B,6,3,0.679296891,0.662925868,75.82559028,66.7310245,53.36470778,27.85085073,13.11693013
339,339,SanFrancisco_11022004_BoardofSupervisorsDistrict11.csv,0,1,B,8,3,,0.53085088,53.35692095,40.82671729,40.82240249,35.86900242,27.99879185
340,340,SanFrancisco_11022010_BoardofSupervisorsDistrict2.csv,0,1,B,6,3,0.687290208,0.708424848,60.58182421,58.16584476,32.09978865,30.83171025,16.13277527
341,341,SanFrancisco_11022010_BoardofSupervisorsDistrict6.csv,0,1,B,14,3,,0.589721829,56.70438472,48.34040547,35.76143329,17.26544083,13.69165488
342,342,SanFrancisco_11022010_BoardofSupervisorsDistrict8.csv,0,1,B,4,3,0.773243344,0.665112821,71.09560443,66.14522264,63.07375525,20.21048417,
343,343,SanFrancisco_11022010_BoardofSupervisorsDistrict10.csv,0,1,B,21,3,,0.418759724,25.70571238,24.18315181,23.0328962,22.53278506,21.22693932
344,344,SanFrancisco_11032015_BoardofSupervisorsDistrict3.csv,0,1,B,3,3,0.855184387,0.81483477,66.9480364,64.26604406,43.41475096,,
345,345,SanFrancisco_11032015_Mayor.csv,0,1,E,6,3,0.709681324,0.66611405,62.30362359,40.63314123,37.28007158,30.05868267,16.49430278
346,346,SanFrancisco_11032015_Sheriff.csv,0,1,O,3,3,0.948835733,0.948835733,79.64886424,54.45939186,43.40302618,,
347,347,SanFrancisco_11032020_BOARDOFSUPERVISORSDISTRICT1.csv,0,1,B,7,7,0.436603335,0.430897912,75.5109954,75.50545616,65.62621171,51.2518695,45.33318562
348,348,SanFrancisco_11032020_BOARDOFSUPERVISORSDISTRICT3.csv,0,1,B,4,4,0.653344857,0.663993086,88.8781331,80.90579084,65.11322385,59.70613656,
349,349,SanFrancisco_11032020_BOARDOFSUPERVISORSDISTRICT5.csv,0,1,B,4,4,0.573826948,0.561486583,85.16047257,78.57655331,69.79719711,63.15827235,
350,350,SanFrancisco_11032020_BOARDOFSUPERVISORSDISTRICT7.csv,0,1,B,7,7,0.353935579,0.32177577,71.02317435,69.1626266,66.42891591,59.42330634,58.59583217
351,351,SanFrancisco_11032020_BOARDOFSUPERVISORSDISTRICT9.csv,0,1,B,2,3,1,1,99.79846285,0.222032451,,,
352,352,SanFrancisco_11032020_BOARDOFSUPERVISORSDISTRICT11.csv,0,1,B,4,3,0.86804892,0.883941652,88.250844,85.85897191,72.58424103,0.095547487,
353,353,SanFrancisco_11042008_BoardofSupervisorsDistrict1.csv,0,1,B,9,3,,0.62565899,63.60294118,59.82935627,56.38526637,13.67924528,10.69298002
354,354,SanFrancisco_11042008_BoardofSupervisorsDistrict3.csv,0,1,B,9,3,,0.527352618,57.96777737,43.5737825,41.18637862,31.3145368,20.60783596
355,355,SanFrancisco_11042008_BoardofSupervisorsDistrict4.csv,0,1,B,3,3,0.826714679,0.826714679,81.36698713,75.91126813,62.24819105,,
356,356,SanFrancisco_11042008_BoardofSupervisorsDistrict5.csv,0,1,B,3,3,0.913368143,0.834231655,92.76570659,62.16944585,54.94638145,,
357,357,SanFrancisco_11042008_BoardofSupervisorsDistrict7.csv,0,1,B,3,3,0.895594487,0.895594487,91.4530465,56.68878011,53.04006183,,
358,358,SanFrancisco_11042008_BoardofSupervisorsDistrict9.csv,0,1,B,7,3,0.607944083,0.586374056,72.79696366,70.44831085,61.84660479,23.19341626,14.08064334
359,359,SanFrancisco_11042008_BoardofSupervisorsDistrict11.csv,0,1,B,9,3,,0.582071521,51.31282216,47.24548969,45.68701675,40.27464562,31.59632732
360,360,SanFrancisco_11042014_BoardofSupervisorsDistrict10.csv,0,1,B,5,3,0.708902557,0.596309485,68.77306572,52.04273228,40.07122046,29.48527031,25.03075429
361,361,SanFrancisco_11052004_BoardofSupervisorsDistrict1.csv,0,1,B,7,3,0.549935735,0.639837427,60.3362629,56.37266822,48.40031959,28.28707403,26.08469101
362,362,SanFrancisco_11052019_CityAttorney.csv,0,1,O,1,3,1,,100,,,,
363,363,SanFrancisco_11052019_DistrictAttorney.csv,0,1,O,4,4,0.636196335,0.672098012,64.84840652,64.27821862,53.59559565,52.43402518,
364,364,SanFrancisco_11052019_Mayor.csv,0,1,E,7,6,0.644120083,0.683940214,85.58993713,42.6054283,37.98253562,34.48854699,34.3701538
365,365,SanFrancisco_11052019_MemberBoardofSupervisorsDistrict5.csv,0,1,B,4,4,0.800312276,0.765244546,71.50272186,70.87395029,33.74688779,30.2316749,
366,366,SanFrancisco_11052019_PublicDefender.csv,0,1,O,1,3,1,,100,,,,
367,367,SanFrancisco_11052019_Sheriff.csv,0,1,O,1,3,1,,100,,,,
368,368,SanFrancisco_11052019_Treasurer.csv,0,1,O,1,3,1,,100,,,,
369,369,SanFrancisco_11062007_Mayor.csv,0,1,E,12,3,,0.710926541,80.9813365,18.23646879,14.81471245,13.6497122,12.79358213
370,370,SanFrancisco_11062012_BoardofSupervisorsDistrict5.csv,0,1,B,8,3,,0.599841207,50.98678614,42.60193955,42.50269381,40.84103669,39.59054046
371,371,SanFrancisco_11062012_BoardofSupervisorsDistrict7.csv,0,1,B,9,3,,0.55483912,53.18743449,53.04767652,40.27888067,34.62821205,19.75351777
372,372,SanFrancisco_11062018_AssessorRecorder.csv,0,1,O,2,3,1,1,85.46637676,56.51698494,,,
373,373,SanFrancisco_11062018_BoardofSupervisorsDistrict2.csv,0,1,B,4,3,0.717024887,0.669570136,74.85011312,67.61595023,54.45984163,28.07409502,
374,374,SanFrancisco_11062018_BoardofSupervisorsDistrict4.csv,0,1,B,8,3,,0.607669099,58.10763402,48.73701937,36.19842829,27.5715689,21.90920573
375,375,SanFrancisco_11062018_BoardofSupervisorsDistrict6.csv,0,1,B,3,3,0.794535131,0.794535131,85.86467944,70.9171201,67.36850406,,
376,376,SanFrancisco_11062018_BoardofSupervisorsDistrict8.csv,0,1,B,2,3,1,1,96.35861675,31.9989528,,,
377,377,SanFrancisco_11062018_BoardofSupervisorsDistrict10.csv,0,1,B,6,3,0.665677675,0.649552804,68.49415205,54.30426557,48.48211214,30.24595803,17.94375645
378,378,SanFrancisco_11062018_PublicDefender.csv,0,1,O,1,3,1,,100,,,,
379,379,SanFrancisco_11072006_BoardofSupervisorsDistrict2.csv,0,1,B,2,3,1,1,88.7986298,35.63494005,,,
380,380,SanFrancisco_11072006_BoardofSupervisorsDistrict4.csv,0,1,B,6,3,0.58363618,0.710226126,52.95275591,51.79184333,49.08136483,44.99293358,27.08964264
381,381,SanFrancisco_11072006_BoardofSupervisorsDistrict6.csv,0,1,B,8,3,,0.738699069,60.71567917,55.75497464,22.26185831,16.93885514,15.38375787
382,382,SanFrancisco_11072006_BoardofSupervisorsDistrict8.csv,0,1,B,3,3,0.925141109,0.921735566,84.50477722,61.7349352,35.43657175,,
383,383,SanFrancisco_11072006_BoardofSupervisorsDistrict10.csv,0,1,B,7,3,0.618139925,0.702625332,71.74277336,30.57533864,30.53344505,28.13154587,25.08727831
384,384,SanFrancisco_11082005_AssessorRecorder.csv,0,1,O,4,3,0.892297113,0.636539774,81.19302895,70.93723648,65.44091073,0.020077902,
385,385,SanFrancisco_11082005_Treasurer.csv,0,1,O,4,3,0.779603493,0.776600507,78.85387923,55.80001247,40.8247446,30.28143078,
